method,n_runs,mean_accuracy,mean_roc_auc,mean_brier_score,mean_expected_calibration_error,mean_maximum_calibration_error,mean_score,mean_positive_rate,mean_predicted_positive_rate
scp_fusion_v0,3,0.591,0.7281773333333333,0.31898610488417645,0.3087442326844893,0.4805527156976675,0.19433107275389763,0.5,0.13833333333333334
scp_fusion_branch_dropout,3,0.5923333333333333,0.7249866666666667,0.3388540624075467,0.33249232884307445,0.5373006647496766,0.17413496095194259,0.5,0.14033333333333334
