variant,score_mode,constraint_policy,n_seeds,target_accuracy_mean,target_accuracy_std,target_roc_auc_mean,target_roc_auc_std,target_brier_score_mean,target_brier_score_std,target_expected_calibration_error_mean,target_expected_calibration_error_std,target_precision_mean,target_precision_std,target_recall_mean,target_recall_std,target_f1_mean,target_f1_std,target_predicted_positive_rate_mean,target_predicted_positive_rate_std,source_predicted_positive_rate_mean,source_predicted_positive_rate_std,threshold_source_predicted_positive_rate_mean,threshold_source_predicted_positive_rate_std,selected_configs
screenshot,global,cap_0p4,3,0.7309941520467836,0.030806005125300445,0.7964901477832512,0.04936776471856191,0.31878709895441215,0.030334933089282326,0.339240066230367,0.019835756258043246,0.7120439988861041,0.03743632431236554,0.7619047619047619,0.02727723627949907,0.7358180989820401,0.027269334664102834,0.5263157894736842,0.026315789473684237,0.4000000000000001,6.798699777552591e-17,0.4000000000000001,6.798699777552591e-17,seed7:C0.3:mean0p35x8:cap0.4; seed17:C0.03:mean0p35x8:cap0.4; seed29:C0.3:none:cap0.4
screenshot,tile_mean,cap_0p4,3,0.7368421052631579,0.03508771929824561,0.800903119868637,0.04498165704578818,0.313095282332591,0.027127945248534725,0.3336254352148971,0.024366141116321263,0.7172104807811147,0.03820480030469895,0.7678571428571428,0.03092947870658711,0.7415296960499828,0.032722629190598804,0.5263157894736842,0.017543859649122806,0.4000000000000001,6.798699777552591e-17,0.4000000000000001,6.798699777552591e-17,seed7:C0.3:mean0p35x8:cap0.4; seed17:C0.03:mean0p35x8:cap0.4; seed29:C0.3:none:cap0.4
screenshot,tile_max,cap_0p4,3,0.7426900584795323,0.02679868827459553,0.8128078817733991,0.0338837844635409,0.3249184033661419,0.03102136046221877,0.3460199023345892,0.03274081294327921,0.7143634622082898,0.038619236477930204,0.7976190476190476,0.020619652471058052,0.7531205061834916,0.019316817370009315,0.5497076023391813,0.03652045613098477,0.4000000000000001,6.798699777552591e-17,0.4000000000000001,6.798699777552591e-17,seed7:C0.3:mean0p35x8:cap0.4; seed17:C0.03:mean0p35x8:cap0.4; seed29:C0.3:none:cap0.4
screenshot,tile_top2_mean,cap_0p4,3,0.7426900584795323,0.030806005125300392,0.8106527093596059,0.03540640394088673,0.32264072783283787,0.02993236401638979,0.34291666087378686,0.03136216783033153,0.7162842266290541,0.038761394636784165,0.7916666666666666,0.02727723627949901,0.7516498262346841,0.025742560748795586,0.543859649122807,0.031627642767227966,0.4000000000000001,6.798699777552591e-17,0.4000000000000001,6.798699777552591e-17,seed7:C0.3:mean0p35x8:cap0.4; seed17:C0.03:mean0p35x8:cap0.4; seed29:C0.3:none:cap0.4
