method,n_runs,mean_accuracy,mean_roc_auc,mean_brier_score,mean_expected_calibration_error,mean_maximum_calibration_error,mean_score,mean_positive_rate,mean_predicted_positive_rate
dinov2_source_calibrated,3,0.6126666666666667,0.7502173333333332,0.3061607307440573,0.29381852553500526,0.45877145931432106,0.2126560627123931,0.5,0.17266666666666666
scp_fusion_dinov2,3,0.5983333333333333,0.7502946666666667,0.31444047599872654,0.3069262771216959,0.48762146002195667,0.19566462302755097,0.5,0.14366666666666666
scp_fusion_v0,3,0.591,0.7281773333333333,0.31898610488417645,0.3087442326844893,0.4805527156976675,0.19433107275389763,0.5,0.13833333333333334
all_foundation_source_calibrated,3,0.6266666666666666,0.797428,0.29846908604006983,0.3089178251083327,0.536046170818953,0.19108217489166732,0.5,0.15
clip_source_calibrated,3,0.6286666666666667,0.7838853333333334,0.30256669712285555,0.31144870548588194,0.5413379059854395,0.18855129451411803,0.5,0.152
scp_fusion_clip,3,0.6183333333333333,0.7914826666666667,0.3111858056267885,0.3252654566061756,0.565060179875086,0.17473454339382435,0.5,0.13433333333333333
scp_fusion_all_foundation,3,0.6163333333333333,0.7994946666666666,0.31176280854484084,0.3262967482194517,0.5865437284725775,0.17370325178054827,0.5,0.13233333333333333
clip_standalone,3,0.6363333333333333,0.8641186666666667,0.31455906601018324,0.33260723903861306,0.7184993518203293,0.1737797784896029,0.5,0.163
