score_mode,constraint_policy,n_seeds,target_accuracy_mean,target_accuracy_std,target_roc_auc_mean,target_roc_auc_std,target_brier_score_mean,target_brier_score_std,target_expected_calibration_error_mean,target_expected_calibration_error_std,target_precision_mean,target_precision_std,target_recall_mean,target_recall_std,target_f1_mean,target_f1_std,target_predicted_positive_rate_mean,target_predicted_positive_rate_std,source_predicted_positive_rate_mean,source_predicted_positive_rate_std,threshold_source_predicted_positive_rate_mean,threshold_source_predicted_positive_rate_std,selected_configs
global,cap_0p4,3,0.7631578947368421,0.05263157894736842,0.8361042692939243,0.0479053882104721,0.2850544569601543,0.02909058333709149,0.30423804838883206,0.024753129719527613,0.7493936188531647,0.07137332299804211,0.7857142857142857,0.0535714285714286,0.7657474773114618,0.04812006239582753,0.5175438596491229,0.05263157894736842,0.4000000000000001,6.798699777552591e-17,0.4000000000000001,6.798699777552591e-17,seed7:C0.3:mean0p35x8:cap0.4; seed17:C0.03:mean0p35x8:cap0.4; seed29:C0.3:none:cap0.4
tile_mean,cap_0p4,3,0.7573099415204679,0.05359737654919111,0.8492405582922825,0.048306378796772936,0.2714574899685014,0.029145636125881003,0.2991140968134138,0.027666210696601447,0.7510848468733439,0.06920030461519,0.7619047619047619,0.041239304942116105,0.755813601149316,0.04978935133531849,0.5,0.03508771929824561,0.4000000000000001,6.798699777552591e-17,0.4000000000000001,6.798699777552591e-17,seed7:C0.3:mean0p35x8:cap0.4; seed17:C0.03:mean0p35x8:cap0.4; seed29:C0.3:none:cap0.4
tile_max,cap_0p4,3,0.7631578947368421,0.03162764276722795,0.8414408866995075,0.040566855768468725,0.29621814953860914,0.028570480939205944,0.32542306078963,0.02278463572276954,0.7360176096750433,0.03627145976524122,0.8095238095238096,0.04493949068613537,0.7704672217183003,0.03070579253805702,0.5409356725146199,0.03545133231866123,0.4000000000000001,6.798699777552591e-17,0.4000000000000001,6.798699777552591e-17,seed7:C0.3:mean0p35x8:cap0.4; seed17:C0.03:mean0p35x8:cap0.4; seed29:C0.3:none:cap0.4
tile_top2_mean,cap_0p4,3,0.7631578947368421,0.03162764276722795,0.8460591133004925,0.039845421077813366,0.290983234755531,0.027559496437172277,0.3206888375789285,0.022357590766057447,0.7360176096750433,0.03627145976524122,0.8095238095238096,0.04493949068613537,0.7704672217183003,0.03070579253805702,0.5409356725146199,0.03545133231866123,0.4000000000000001,6.798699777552591e-17,0.4000000000000001,6.798699777552591e-17,seed7:C0.3:mean0p35x8:cap0.4; seed17:C0.03:mean0p35x8:cap0.4; seed29:C0.3:none:cap0.4
