policy,n_seeds,source_fake_rate_cap,fake_detection_weight,real_clearance_weight,real_fpr_penalty,fake_miss_penalty,target_accuracy_mean,target_accuracy_std,target_roc_auc_mean,target_roc_auc_std,target_brier_score_mean,target_brier_score_std,target_expected_calibration_error_mean,target_expected_calibration_error_std,target_precision_mean,target_precision_std,target_recall_mean,target_recall_std,target_f1_mean,target_f1_std,target_predicted_positive_rate_mean,target_predicted_positive_rate_std,source_accuracy_mean,source_accuracy_std,source_predicted_positive_rate_mean,source_predicted_positive_rate_std,threshold_mean,threshold_std,threshold_source_utility_mean,threshold_source_utility_std
uncapped_fd1_rc1_rfp0p5_fmp3,3,,1.0,1.0,0.5,3.0,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,1.7992610837438423,0.10051102168837756
uncapped_fd1_rc1_rfp0p5_fmp4,3,,1.0,1.0,0.5,4.0,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,1.7814039408866995,0.10976665304102218
uncapped_fd1_rc1_rfp0p5_fmp6,3,,1.0,1.0,0.5,6.0,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,1.7456896551724137,0.13362068965517215
uncapped_fd1_rc1_rfp0p5_fmp8,3,,1.0,1.0,0.5,8.0,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,1.7099753694581281,0.1618989799108777
uncapped_fd1_rc1_rfp1_fmp3,3,,1.0,1.0,1.0,3.0,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,1.7561576354679802,0.12503487829061108
uncapped_fd1_rc1_rfp1_fmp4,3,,1.0,1.0,1.0,4.0,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,1.7383004926108374,0.13142332994843622
uncapped_fd1_rc1_rfp1_fmp6,3,,1.0,1.0,1.0,6.0,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,1.7025862068965516,0.14987360905787644
uncapped_fd1_rc1_rfp1_fmp8,3,,1.0,1.0,1.0,8.0,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,1.6668719211822658,0.17379046618699798
uncapped_fd1_rc1_rfp2_fmp6,3,,1.0,1.0,2.0,6.0,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,1.6163793103448274,0.19358199631797912
uncapped_fd1_rc1_rfp2_fmp8,3,,1.0,1.0,2.0,8.0,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,1.5806650246305418,0.20972241093960112
uncapped_fd1p5_rc1_rfp0p5_fmp1p5,3,,1.5,1.0,0.5,1.5,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,2.3171182266009853,0.09377615871795832
uncapped_fd1p5_rc1_rfp0p5_fmp2,3,,1.5,1.0,0.5,2.0,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,2.3081896551724133,0.09679099815898937
uncapped_fd1p5_rc1_rfp0p5_fmp3,3,,1.5,1.0,0.5,3.0,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,2.2903325123152705,0.10486120546980057
uncapped_fd1p5_rc1_rfp0p5_fmp4,3,,1.5,1.0,0.5,4.0,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,2.2724753694581277,0.11515642666645554
uncapped_fd1p5_rc1_rfp0p5_fmp6,3,,1.5,1.0,0.5,6.0,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,2.236761083743842,0.14037281890994177
uncapped_fd1p5_rc1_rfp0p5_fmp8,3,,1.5,1.0,0.5,8.0,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,2.2010467980295565,0.16940801156681756
uncapped_fd1p5_rc1_rfp1_fmp3,3,,1.5,1.0,1.0,3.0,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,2.247229064039409,0.12795775409949436
uncapped_fd1p5_rc1_rfp1_fmp4,3,,1.5,1.0,1.0,4.0,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,2.2293719211822656,0.13538993777528177
uncapped_fd1p5_rc1_rfp1_fmp6,3,,1.5,1.0,1.0,6.0,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,2.19365763546798,0.15542907511187554
uncapped_fd1p5_rc1_rfp1_fmp8,3,,1.5,1.0,1.0,8.0,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,2.1579433497536944,0.18038009850766473
uncapped_fd1p5_rc1_rfp2_fmp6,3,,1.5,1.0,2.0,6.0,0.647,0.053113086899557994,0.7994946666666666,0.015224201960475062,0.3117628085448408,0.03178503035782809,0.3262967482194517,0.03328442675778275,0.8965792590102483,0.017766778491478816,0.3333333333333333,0.1220054643585005,0.4769293816138318,0.1303792250741731,0.18633333333333332,0.06903863652574066,0.9473684210526315,0.030386856273138165,0.5263157894736842,0.03508771929824561,0.3420107808958576,0.1742740261779114,2.107450738916256,0.19713499492265424
