variant,constraint_policy,seed,fusion_c,dropout_config,source_fake_rate_cap,selection_validation_utility_mean,selection_validation_utility_min,threshold,threshold_source_utility,threshold_source_predicted_positive_rate,source_utility,source_accuracy,source_precision,source_recall,source_f1,source_roc_auc,source_brier_score,source_expected_calibration_error,source_predicted_positive_rate,target_utility,target_accuracy,target_precision,target_recall,target_f1,target_roc_auc,target_brier_score,target_expected_calibration_error,target_predicted_positive_rate
screenshot,cap_0p4,7,0.3,mean0p35x8,0.4,0.9679659215464842,0.4294117647058821,0.986242431336219,1.425,0.4,1.425,0.89,0.9875,0.79,0.8777777777777778,0.992,0.02622799521272439,0.025279530084538156,0.4,-0.17364532019704432,0.7280701754385965,0.6984126984126984,0.7857142857142857,0.7394957983193278,0.8023399014778325,0.32834877475119634,0.35653839413959065,0.5526315789473685
screenshot,cap_0p4,17,0.03,mean0p35x8,0.4,1.1294388156600434,0.3823529411764708,0.9541108211355198,1.5,0.4,1.5,0.9,1.0,0.8,0.8888888888888888,0.9969,0.022660159621598223,0.030775615366997865,0.4,-0.3075738916256158,0.7017543859649122,0.6833333333333333,0.7321428571428571,0.7068965517241379,0.7444581280788177,0.34318911397950314,0.34359217762983923,0.5263157894736842
screenshot,cap_0p4,29,0.3,none,0.4,1.1545454545454543,0.5,0.9397460412935571,1.5,0.4,1.5,0.9,1.0,0.8,0.8888888888888888,0.9974999999999999,0.02205774835737781,0.043256238723679744,0.4,0.21274630541871925,0.7631578947368421,0.7543859649122807,0.7678571428571429,0.7610619469026548,0.8426724137931034,0.2848234057102973,0.3175896181920398,0.5
