score_mode,constraint_policy,n_seeds,target_accuracy_mean,target_accuracy_std,target_roc_auc_mean,target_roc_auc_std,target_brier_score_mean,target_brier_score_std,target_expected_calibration_error_mean,target_expected_calibration_error_std,target_precision_mean,target_precision_std,target_recall_mean,target_recall_std,target_f1_mean,target_f1_std,target_predicted_positive_rate_mean,target_predicted_positive_rate_std,source_predicted_positive_rate_mean,source_predicted_positive_rate_std,threshold_source_predicted_positive_rate_mean,threshold_source_predicted_positive_rate_std,selected_configs
global,cap_0p4,3,0.7631578947368421,0.05263157894736842,0.8361042692939243,0.0479053882104721,0.2850544230402539,0.0290904321149832,0.3042382356072251,0.024753068871719956,0.7493936188531647,0.07137332299804211,0.7857142857142857,0.0535714285714286,0.7657474773114618,0.04812006239582753,0.5175438596491229,0.05263157894736842,0.4000000000000001,6.798699777552591e-17,0.4000000000000001,6.798699777552591e-17,seed7:C0.3:mean0p35x8:cap0.4; seed17:C0.03:mean0p35x8:cap0.4; seed29:C0.3:none:cap0.4
tile_mean,cap_0p4,3,0.7748538011695906,0.06223332354910161,0.8326149425287356,0.04833776526094097,0.2854273523539135,0.02590805552309287,0.3049363084951767,0.02266325378973965,0.7651811151811151,0.08807918789913671,0.7916666666666666,0.03717260713332379,0.7768601693550984,0.05469425064180601,0.5116959064327485,0.04987930441295904,0.4000000000000001,6.798699777552591e-17,0.4000000000000001,6.798699777552591e-17,seed7:C0.3:mean0p35x8:cap0.4; seed17:C0.03:mean0p35x8:cap0.4; seed29:C0.3:none:cap0.4
tile_max,cap_0p4,3,0.7748538011695906,0.0570737464793659,0.8471880131362889,0.047885596956373205,0.29755889733641955,0.015156036159830962,0.3188061800047906,0.017760475729847534,0.7447934788011333,0.06189417320484025,0.8273809523809524,0.051549131177645105,0.7834938046397751,0.05306586719975086,0.5467836257309941,0.030806005125300392,0.4000000000000001,6.798699777552591e-17,0.4000000000000001,6.798699777552591e-17,seed7:C0.3:mean0p35x8:cap0.4; seed17:C0.03:mean0p35x8:cap0.4; seed29:C0.3:none:cap0.4
tile_top2_mean,cap_0p4,3,0.7719298245614036,0.05752139056405265,0.8469827586206896,0.049580438044516714,0.2947284516245459,0.01760255132708385,0.31543990853347553,0.019767780184137076,0.7470622378941564,0.06872098742381355,0.8154761904761906,0.041239304942116105,0.7791771568446371,0.051561505000522014,0.5380116959064328,0.03545133231866123,0.4000000000000001,6.798699777552591e-17,0.4000000000000001,6.798699777552591e-17,seed7:C0.3:mean0p35x8:cap0.4; seed17:C0.03:mean0p35x8:cap0.4; seed29:C0.3:none:cap0.4
