seed,n_source,combined_v3_coef,reconstruction_lite_coef,intercept
7,80,2.0950570119425835,1.467786820621829,-1.8725719348820418
17,80,2.5575456095412137,0.3135193460114858,-1.4369922735080238
29,80,1.8899282519681058,1.4752799610144514,-1.7169651793047527
