method,n_runs,mean_accuracy,mean_roc_auc,mean_brier_score,mean_expected_calibration_error,mean_maximum_calibration_error,mean_score,mean_positive_rate,mean_predicted_positive_rate
dinov2_source_calibrated,3,0.6126666666666667,0.7502173333333332,0.3061607307440573,0.29381852553500526,0.45877145931432106,0.2126560627123931,0.5,0.17266666666666666
source_calibrated,3,0.6073333333333334,0.7242293333333333,0.3122758659095585,0.29466793296840194,0.4610735376754907,0.21220239676117103,0.5,0.17466666666666666
scp_fusion_dinov2,3,0.5983333333333333,0.7502946666666667,0.31444047599872654,0.3069262771216959,0.48762146002195667,0.19566462302755097,0.5,0.14366666666666666
scp_fusion_v0,3,0.591,0.7281773333333333,0.31898610488417645,0.3087442326844893,0.4805527156976675,0.19433107275389763,0.5,0.13833333333333334
