variant,variant_policy,n_seeds,target_accuracy_mean,target_accuracy_std,target_roc_auc_mean,target_roc_auc_std,target_brier_score_mean,target_brier_score_std,target_expected_calibration_error_mean,target_expected_calibration_error_std,target_precision_mean,target_precision_std,target_recall_mean,target_recall_std,target_f1_mean,target_f1_std,target_predicted_positive_rate_mean,target_predicted_positive_rate_std,source_predicted_positive_rate_mean,source_predicted_positive_rate_std,threshold_source_predicted_positive_rate_mean,threshold_source_predicted_positive_rate_std,selection_validation_utility_mean_mean,selection_validation_utility_mean_std,selection_validation_utility_min_mean,selection_validation_utility_min_std,selected_configs
social_720p,cap_0p4,3,0.7602339181286549,0.04051580836418426,0.8505747126436782,0.03968013612655574,0.2583149210020797,0.027754108007589172,0.26570330358185484,0.03707146954433177,0.7728174603174603,0.07045047927611506,0.7321428571428571,0.0,0.7509157509157509,0.03251560581974542,0.4678362573099415,0.04051580836418426,0.4000000000000001,6.798699777552591e-17,0.4000000000000001,6.798699777552591e-17,1.0839833972506607,0.1012552558172043,0.4372549019607843,0.05921438772761365,seed7:C0.3:mean0p35x8:cap0.4; seed17:C0.03:mean0p35x8:cap0.4; seed29:C0.3:none:cap0.4
