score_mode,n_seeds,n_images_total,mean_tiles,accuracy_mean,accuracy_std,roc_auc_mean,roc_auc_std,brier_score_mean,brier_score_std,expected_calibration_error_mean,expected_calibration_error_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,predicted_fake_rate_mean,predicted_fake_rate_std
global,3,342,6.87719298245614,0.5467836257309941,0.022075539284417404,0.577175697865353,0.057092217791167806,0.30784195638140055,0.0351102543545135,0.24717336829068728,0.05055546558231121,0.5288355104569464,0.01863951387239884,0.7261904761904763,0.037172607133323834,0.6114588531722308,0.013296189071150747,0.6754385964912281,0.04884003827043877
tile_mean,3,342,6.87719298245614,0.5233918128654971,0.035451332318661224,0.5066707717569787,0.05600261413546178,0.3167244321497175,0.03238851183174247,0.24634945546605336,0.05621059862481262,0.5123596278525856,0.028217125788703886,0.6666666666666666,0.020619652471058052,0.5790893053791161,0.020858810823963805,0.6403508771929824,0.03823595564509362
tile_max,3,342,6.87719298245614,0.5467836257309941,0.022075539284417404,0.5810755336617406,0.02706967801557774,0.34485134803723333,0.011182800646897159,0.30962887582349236,0.004172593667366117,0.5226836917562724,0.01380590526183135,0.8988095238095237,0.02727723627949906,0.660848149456415,0.014131010154512865,0.8450292397660819,0.03080600512530039
tile_top2_mean,3,342,6.87719298245614,0.5467836257309941,0.013399344137297759,0.5935960591133005,0.02591881822065389,0.3293527676979295,0.013170902446114428,0.2879533222231286,0.016703889298769765,0.5228746469347975,0.007432891773594438,0.880952380952381,0.044939490686135425,0.656055638093196,0.0168865826275271,0.827485380116959,0.03545133231866123
