seed,score_mode,encoder,pretrained,classifier,image_size,tile_size,n_images,mean_tiles,accuracy,roc_auc,brier_score,expected_calibration_error,precision,recall,f1,predicted_fake_rate
7,global,dinov2_vits14,True,logistic_regression,224,512,114,6.824561403508772,0.6754385964912281,0.6950431034482759,0.2903672771365391,0.28903918273254603,0.6301369863013698,0.8214285714285714,0.7131782945736435,0.6403508771929824
7,tile_mean,dinov2_vits14,True,logistic_regression,224,512,114,6.824561403508772,0.7017543859649122,0.7198275862068965,0.25985672677296784,0.2268188020973689,0.6527777777777778,0.8392857142857143,0.734375,0.631578947368421
7,tile_max,dinov2_vits14,True,logistic_regression,224,512,114,6.824561403508772,0.6491228070175439,0.7556958128078818,0.3177001284977423,0.32128268772604474,0.5909090909090909,0.9285714285714286,0.7222222222222222,0.7719298245614035
7,tile_top2_mean,dinov2_vits14,True,logistic_regression,224,512,114,6.824561403508772,0.6403508771929824,0.7774014778325123,0.29654106904916566,0.3133461823890821,0.5882352941176471,0.8928571428571429,0.7092198581560284,0.7456140350877193
17,global,dinov2_vits14,True,logistic_regression,224,512,114,6.631578947368421,0.5964912280701754,0.6528633004926108,0.35780705260571855,0.36659611643222967,0.5641025641025641,0.7857142857142857,0.6567164179104478,0.6842105263157895
17,tile_mean,dinov2_vits14,True,logistic_regression,224,512,114,6.631578947368421,0.6491228070175439,0.664408866995074,0.3081632329563732,0.27776103577933997,0.6,0.8571428571428571,0.7058823529411765,0.7017543859649122
17,tile_max,dinov2_vits14,True,logistic_regression,224,512,114,6.631578947368421,0.631578947368421,0.728756157635468,0.34667091798603145,0.36653629758058803,0.5760869565217391,0.9464285714285714,0.7162162162162162,0.8070175438596491
17,tile_top2_mean,dinov2_vits14,True,logistic_regression,224,512,114,6.631578947368421,0.6403508771929824,0.7338362068965517,0.33612257586673305,0.34668194268957336,0.5824175824175825,0.9464285714285714,0.7210884353741497,0.7982456140350878
29,global,dinov2_vits14,True,logistic_regression,224,512,114,7.175438596491228,0.5877192982456141,0.6274630541871921,0.3692290706516523,0.3503614614609404,0.5652173913043478,0.6964285714285714,0.624,0.6052631578947368
29,tile_mean,dinov2_vits14,True,logistic_regression,224,512,114,7.175438596491228,0.6228070175438597,0.6560960591133004,0.3007932525732499,0.2670928115638067,0.5915492957746479,0.75,0.6614173228346457,0.6228070175438597
29,tile_max,dinov2_vits14,True,logistic_regression,224,512,114,7.175438596491228,0.5789473684210527,0.7245997536945813,0.39248908432222906,0.39488746016455434,0.5425531914893617,0.9107142857142857,0.68,0.8245614035087719
29,tile_top2_mean,dinov2_vits14,True,logistic_regression,224,512,114,7.175438596491228,0.5789473684210527,0.729679802955665,0.3804465828612316,0.3881755818494733,0.5425531914893617,0.9107142857142857,0.68,0.8245614035087719
