variant,constraint_policy,seed,fusion_c,dropout_config,source_fake_rate_cap,selection_validation_utility_mean,selection_validation_utility_min,threshold,threshold_source_utility,threshold_source_predicted_positive_rate,source_utility,source_accuracy,source_precision,source_recall,source_f1,source_roc_auc,source_brier_score,source_expected_calibration_error,source_predicted_positive_rate,target_utility,target_accuracy,target_precision,target_recall,target_f1,target_roc_auc,target_brier_score,target_expected_calibration_error,target_predicted_positive_rate
jpeg70,cap_0p4,7,0.3,mean0p35x8,0.4,0.9679659215464842,0.4294117647058821,0.986242431336219,1.425,0.4,1.425,0.89,0.9875,0.79,0.8777777777777778,0.992,0.02622799521272439,0.025279530084538156,0.4,0.16810344827586188,0.7543859649122807,0.75,0.75,0.75,0.854064039408867,0.2806259911308556,0.3053807568734467,0.49122807017543857
jpeg70,cap_0p4,17,0.03,mean0p35x8,0.4,1.1294388156600434,0.3823529411764708,0.9541108211355198,1.5,0.4,1.5,0.9,1.0,0.8,0.8888888888888888,0.9969,0.022660159621598223,0.030775615366997865,0.4,0.03725369458128075,0.7368421052631579,0.7321428571428571,0.7321428571428571,0.7321428571428571,0.8041871921182265,0.27075215964857957,0.25180021291461274,0.49122807017543857
jpeg70,cap_0p4,29,0.3,none,0.4,1.1545454545454543,0.5,0.9397460412935571,1.5,0.4,1.5,0.9,1.0,0.8,0.8888888888888888,0.9974999999999999,0.02205774835737781,0.043256238723679744,0.4,0.7269088669950736,0.8070175438596491,0.8541666666666666,0.7321428571428571,0.7884615384615384,0.8873152709359606,0.2282505654447825,0.2333336729944871,0.42105263157894735
