config,seed,branch,standardized_coefficient,raw_score_coefficient
score_fusion_all6_dropout_mean_r35x8_temp_balanced,7,__intercept__,0.17656096029749296,-7.094925967639203
score_fusion_all6_dropout_mean_r35x8_temp_balanced,17,combined_v3,0.5642329457525267,2.222515977057936
score_fusion_all6_dropout_mean_r35x8_temp_balanced,17,resnet18,0.8583570204224709,2.4937082230679617
score_fusion_all6_dropout_mean_r35x8_temp_balanced,17,physics_guided,0.8838019047749155,2.5349511815939056
score_fusion_all6_dropout_mean_r35x8_temp_balanced,17,convnext_tiny,1.2724574200186332,3.289826880429955
score_fusion_all6_dropout_mean_r35x8_temp_balanced,17,clip_vit_b_32,2.871146444199836,7.131469654223016
score_fusion_all6_dropout_mean_r35x8_temp_balanced,17,dinov2_vits14,0.2730751774063071,0.7306562098777539
score_fusion_all6_dropout_mean_r35x8_temp_balanced,17,__intercept__,-0.062301131859752494,-9.019728181512935
score_fusion_all6_dropout_mean_r35x8_temp_balanced,29,combined_v3,0.6004229090808096,2.434716202703283
score_fusion_all6_dropout_mean_r35x8_temp_balanced,29,resnet18,0.8114984633554313,2.2064982964663886
score_fusion_all6_dropout_mean_r35x8_temp_balanced,29,physics_guided,0.7463359825956625,2.075802809638732
score_fusion_all6_dropout_mean_r35x8_temp_balanced,29,convnext_tiny,1.1923053713784255,3.178996482866799
score_fusion_all6_dropout_mean_r35x8_temp_balanced,29,clip_vit_b_32,4.181528911292925,10.476121335926843
score_fusion_all6_dropout_mean_r35x8_temp_balanced,29,dinov2_vits14,0.4994908310813265,1.339496516059432
score_fusion_all6_dropout_mean_r35x8_temp_balanced,29,__intercept__,-0.3576792473808176,-11.463545430408631
