config,threshold_tiebreak,variant,n_seeds,accuracy,accuracy_std,auc,auc_std,brier,brier_std,ece,ece_std,precision,recall,f1,predicted_fake_rate,threshold,threshold_std,threshold_selection_utility,n_fusion_train,n_calibration
score_fusion_all6_c003_source_acc,higher,ishu_test,3,0.7192982456140351,0.0533575660552475,0.8291256157635468,0.048443218323001296,0.2188109387984678,0.025751691012006684,0.20599085203975545,0.020134761397009326,0.6624170005521498,0.8869047619047619,0.7573466150156798,0.6608187134502924,0.6279927244667561,0.06476892926772146,0.9916666666666667,160.0,40.0
score_fusion_all6_c003_source_acc,higher,train,3,0.955,0.010000000000000009,0.9929666666666667,0.0035076107727815176,0.0477481625337754,0.005705968838158761,0.12577516851599638,0.0017720912057118253,0.9759267078854709,0.9333333333333332,0.9538490727928495,0.47833333333333333,0.6279927244667561,0.06476892926772146,0.9916666666666667,160.0,40.0
score_fusion_all6_c003_source_acc,lower,ishu_test,3,0.6988304093567251,0.062233323549101646,0.8291256157635468,0.048443218323001296,0.2188109387984678,0.025751691012006684,0.20599085203975545,0.020134761397009326,0.6393540883879049,0.9166666666666666,0.7510393605284116,0.7105263157894738,0.5834886089465025,0.10808135750012707,0.9916666666666667,160.0,40.0
score_fusion_all6_c003_source_acc,lower,train,3,0.955,0.010000000000000009,0.9929666666666667,0.0035076107727815176,0.0477481625337754,0.005705968838158761,0.12577516851599638,0.0017720912057118253,0.9728263978544677,0.9366666666666666,0.9539657423762558,0.4816666666666667,0.5834886089465025,0.10808135750012707,0.9916666666666667,160.0,40.0
score_fusion_all6_c003_source_acc,near_half,ishu_test,3,0.6959064327485379,0.06699672068648888,0.8291256157635468,0.048443218323001296,0.2188109387984678,0.025751691012006684,0.20599085203975545,0.020134761397009326,0.6378012933568489,0.9107142857142857,0.7481282861887658,0.7076023391812866,0.5880294247561867,0.1020810785771141,0.9916666666666667,160.0,40.0
score_fusion_all6_c003_source_acc,near_half,train,3,0.955,0.010000000000000009,0.9929666666666667,0.0035076107727815176,0.0477481625337754,0.005705968838158761,0.12577516851599638,0.0017720912057118253,0.9728263978544677,0.9366666666666666,0.9539657423762558,0.4816666666666667,0.5880294247561867,0.1020810785771141,0.9916666666666667,160.0,40.0
