phase,phase_label,run,feature_set,classifier,select_k,n_seeds,seeds,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,accuracy_ci_low,accuracy_ci_high,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_max,roc_auc_ci_low,roc_auc_ci_high,brier_score_mean,brier_score_std,brier_score_min,brier_score_max,brier_score_ci_low,brier_score_ci_high,expected_calibration_error_mean,expected_calibration_error_std,expected_calibration_error_min,expected_calibration_error_max,expected_calibration_error_ci_low,expected_calibration_error_ci_high,precision_mean,precision_std,precision_min,precision_max,precision_ci_low,precision_ci_high,recall_mean,recall_std,recall_min,recall_max,recall_ci_low,recall_ci_high,f1_mean,f1_std,f1_min,f1_max,f1_ci_low,f1_ci_high,fake_call_rate_mean,fake_call_rate_std,fake_call_rate_min,fake_call_rate_max,fake_call_rate_ci_low,fake_call_rate_ci_high,real_false_positive_rate_mean,real_false_positive_rate_std,real_false_positive_rate_min,real_false_positive_rate_max,real_false_positive_rate_ci_low,real_false_positive_rate_ci_high,fake_miss_rate_mean,fake_miss_rate_std,fake_miss_rate_min,fake_miss_rate_max,fake_miss_rate_ci_low,fake_miss_rate_ci_high
ishu_holdout,Ishu holdout split,combined_v3_logreg,combined_v3,logistic_regression,0,3,"7,17,29",0.8245614035087719,0.00877192982456143,0.8157894736842105,0.8333333333333334,0.8157894736842105,0.8333333333333334,0.8941912972085385,0.014474809808317123,0.8799261083743842,0.9088669950738917,0.8799261083743842,0.9088669950738918,0.13043451725794705,0.006779864721090814,0.12289952687621698,0.13604171503257892,0.12289952687621698,0.13604171503257892,0.076354081130577,0.027203800617668233,0.047240014639183384,0.10112508115206079,0.04724001463918339,0.1011250811520608,0.8068589552978492,0.006781052001989838,0.8,0.8135593220338984,0.8000000000000002,0.8135593220338984,0.8452380952380952,0.020619652471058052,0.8214285714285714,0.8571428571428571,0.8214285714285715,0.8571428571428571,0.8255093692092007,0.010467341525047186,0.8141592920353983,0.8347826086956521,0.8141592920353983,0.8347826086956521,0.5146198830409356,0.013399344137297771,0.5,0.5263157894736842,0.5,0.5263157894736842,0.19540229885057472,0.009954314986028034,0.1896551724137931,0.20689655172413793,0.18965517241379307,0.20689655172413793,0.15476190476190474,0.02061965247105807,0.14285714285714285,0.17857142857142858,0.14285714285714285,0.17857142857142858
ishu_holdout,Ishu holdout split,combined_v4_logreg,combined_v4,logistic_regression,0,3,"7,17,29",0.8128654970760234,0.018260228065492407,0.7982456140350878,0.8333333333333334,0.7982456140350878,0.8333333333333334,0.8969622331691297,0.013052638009511203,0.8830049261083744,0.9088669950738917,0.8830049261083744,0.9088669950738918,0.13068814854883323,0.005151026840068186,0.12475248029456407,0.13398607249487904,0.12475248029456405,0.13398607249487904,0.08553483681287245,0.017026571485591654,0.07516552638026357,0.10518538942332788,0.07516552638026357,0.10518538942332788,0.7992515067628525,0.017919570887761607,0.7796610169491526,0.8148148148148148,0.7796610169491526,0.8148148148148148,0.8273809523809524,0.044939490686135425,0.7857142857142857,0.875,0.7857142857142857,0.875,0.8125356125356126,0.02171231781567822,0.8,0.8376068376068376,0.8000000000000002,0.8376068376068376,0.5087719298245613,0.031627642767228,0.47368421052631576,0.5350877192982456,0.47368421052631576,0.5350877192982456,0.20114942528735633,0.026336641925033558,0.1724137931034483,0.22413793103448276,0.1724137931034483,0.22413793103448276,0.1726190476190476,0.04493949068613541,0.125,0.21428571428571427,0.125,0.21428571428571427
ishu_holdout,Ishu holdout split,combined_v4_logreg_selectk60,combined_v4,logistic_regression,60,3,"7,17,29",0.7953216374269007,0.005064476045523049,0.7894736842105263,0.7982456140350878,0.7894736842105262,0.7982456140350878,0.8773604269293925,0.009892224290723235,0.8669950738916257,0.8866995073891626,0.8669950738916258,0.8866995073891625,0.1419834649765304,0.006001006819710929,0.137271314848502,0.1487394052348896,0.137271314848502,0.1487394052348896,0.07556785099491671,0.002348987306871601,0.07398987658963738,0.07826739805007511,0.07398987658963738,0.07826739805007511,0.7761854398025735,0.021539715052029795,0.7580645161290323,0.8,0.7580645161290324,0.8000000000000002,0.8214285714285715,0.030929478706587115,0.7857142857142857,0.8392857142857143,0.7857142857142857,0.8392857142857143,0.7976072552343739,0.005382718684825224,0.7927927927927928,0.8034188034188035,0.7927927927927928,0.8034188034188036,0.52046783625731,0.0332099903263174,0.4824561403508772,0.543859649122807,0.4824561403508772,0.543859649122807,0.2298850574712644,0.035890793094243686,0.1896551724137931,0.25862068965517243,0.18965517241379307,0.25862068965517243,0.17857142857142858,0.03092947870658708,0.16071428571428573,0.21428571428571427,0.16071428571428573,0.21428571428571427
ishu_to_ms_cocoai,Ishu -> source-balanced MS COCOAI,combined_v3_logreg,combined_v3,logistic_regression,0,3,"7,17,29",0.5466666666666667,0.0063508529610858885,0.543,0.554,0.543,0.554,0.5802586666666667,0.004659114651232966,0.575032,0.583976,0.575032,0.583976,0.3416977797264747,0.002742796292869168,0.3385381316171062,0.34346575099187443,0.33853813161710616,0.34346575099187443,0.2911417448283444,0.006429687574977099,0.28421439101688295,0.29691836557038803,0.28421439101688295,0.29691836557038803,0.6340236626881738,0.013353959408819331,0.6201117318435754,0.6467391304347826,0.6201117318435754,0.6467391304347826,0.22066666666666665,0.018036999011291566,0.202,0.238,0.20200000000000004,0.238,0.3271432178089612,0.020714755320323228,0.30652503793626706,0.347953216374269,0.30652503793626706,0.34795321637426896,0.17400000000000002,0.01322875655532295,0.159,0.184,0.159,0.18400000000000002,0.12733333333333333,0.01026320287889377,0.116,0.136,0.116,0.136,0.7793333333333333,0.018036999011291594,0.762,0.798,0.762,0.798
ishu_to_ms_cocoai,Ishu -> source-balanced MS COCOAI,combined_v4_logreg,combined_v4,logistic_regression,0,3,"7,17,29",0.56,0.007549834435270705,0.552,0.567,0.552,0.567,0.5800546666666667,0.010183935061327337,0.568548,0.587908,0.568548,0.587908,0.34594668816985213,0.0026807891289571655,0.3430357221631548,0.3483139485774088,0.3430357221631548,0.3483139485774089,0.2964435692280714,0.006820335655892668,0.29101687807573834,0.30409961101298205,0.29101687807573834,0.30409961101298205,0.6680564181322447,0.031819152686925554,0.6326530612244898,0.6942675159235668,0.6326530612244898,0.6942675159235668,0.24066666666666667,0.020033305601755626,0.218,0.256,0.218,0.256,0.35322869257504425,0.02005060060992116,0.3318112633181126,0.37155297532656023,0.3318112633181126,0.37155297532656023,0.18066666666666667,0.020792626898334263,0.157,0.196,0.157,0.19600000000000004,0.12066666666666666,0.02402776172125346,0.096,0.144,0.09600000000000002,0.144,0.7593333333333333,0.020033305601755643,0.744,0.782,0.7440000000000001,0.782
ishu_to_ms_cocoai,Ishu -> source-balanced MS COCOAI,combined_v4_logreg_selectk60,combined_v4,logistic_regression,60,3,"7,17,29",0.5553333333333333,0.010969655114602855,0.543,0.564,0.543,0.564,0.5921826666666666,0.029208634978946515,0.5606359999999999,0.6182880000000001,0.5606359999999999,0.6182880000000001,0.3260839878018836,0.016387388019247676,0.31541297768831084,0.34495255029076577,0.31541297768831084,0.34495255029076577,0.2662804490555417,0.019539453091281866,0.24703360570372482,0.2860999235387561,0.24703360570372482,0.2860999235387561,0.6528971552074524,0.02969201403830697,0.6287425149700598,0.686046511627907,0.6287425149700598,0.686046511627907,0.23666666666666666,0.0270061721340388,0.21,0.264,0.21,0.264,0.34683371333583457,0.030050562227115562,0.3148425787106447,0.37446808510638296,0.3148425787106447,0.3744680851063829,0.18133333333333335,0.02064784088793143,0.167,0.205,0.167,0.205,0.126,0.01907878402833891,0.108,0.146,0.108,0.146,0.7633333333333333,0.027006172134038817,0.736,0.79,0.7360000000000001,0.79
