phase,group_type,group_label,seed,run,accuracy,precision,recall,f1,threshold,confusion_matrix,n_samples,brier_score,expected_calibration_error,maximum_calibration_error,roc_auc,n,n_real,n_fake,predicted_fake_rate,real_false_positive_rate,fake_detection_rate,mean_fake_score
ishu_to_ms_cocoai,ms_source,real,29,combined_v3_logreg,0.884,0.0,0.0,0.0,0.5,"[[442, 58], [0, 0]]",500,0.0871021973384942,0.19368565347083858,0.9466397881507873,,500,500,0,0.116,0.116,,0.19368565347083858
ishu_to_ms_cocoai,ms_source,real,29,combined_v4_logreg,0.904,0.0,0.0,0.0,0.5,"[[452, 48], [0, 0]]",500,0.07923002648310871,0.17778623885790565,0.9373774766921997,,500,500,0,0.096,0.096,,0.17778623885790568
ishu_to_ms_cocoai,ms_source,real,29,combined_v4_logreg_selectk60,0.876,0.0,0.0,0.0,0.5,"[[438, 62], [0, 0]]",500,0.09587216675739557,0.21408216200256197,0.9534463882446289,,500,500,0,0.124,0.124,,0.21408216200256203
ishu_to_ms_cocoai,ms_source,sd21,7,combined_v3_logreg,0.13,1.0,0.13,0.23008849557522124,0.5,"[[0, 0], [87, 13]]",100,0.7065893091201367,0.8097425468953954,0.972281613759454,,100,0,100,0.13,,0.13,0.1902574531046048
ishu_to_ms_cocoai,ms_source,sd21,7,combined_v4_logreg,0.09,1.0,0.09,0.1651376146788991,0.5,"[[0, 0], [91, 9]]",100,0.7471748976587338,0.8294249062180753,0.9776262012521814,,100,0,100,0.09,,0.09,0.17057509378192484
ishu_to_ms_cocoai,ms_source,sd21,7,combined_v4_logreg_selectk60,0.15,1.0,0.15,0.2608695652173913,0.5,"[[0, 0], [85, 15]]",100,0.6431040605737246,0.7660996159387286,0.9618040187505824,,100,0,100,0.15,,0.15,0.23390038406127134
ishu_to_ms_cocoai,ms_source,sd21,17,combined_v3_logreg,0.12,1.0,0.12,0.21428571428571427,0.5,"[[0, 0], [88, 12]]",100,0.7093320605174714,0.8117144284725509,0.9690905992771699,,100,0,100,0.12,,0.12,0.18828557152744907
ishu_to_ms_cocoai,ms_source,sd21,17,combined_v4_logreg,0.09,1.0,0.09,0.1651376146788991,0.5,"[[0, 0], [91, 9]]",100,0.7598673470540643,0.8402009530454948,0.9791920018841945,,100,0,100,0.09,,0.09,0.15979904695450528
ishu_to_ms_cocoai,ms_source,sd21,17,combined_v4_logreg_selectk60,0.1,1.0,0.1,0.18181818181818182,0.5,"[[0, 0], [90, 10]]",100,0.6863867769954501,0.8002916381927206,0.9633998063534661,,100,0,100,0.1,,0.1,0.1997083618072793
ishu_to_ms_cocoai,ms_source,sd21,29,combined_v3_logreg,0.14,1.0,0.14,0.24561403508771928,0.5,"[[0, 0], [86, 14]]",100,0.7172946121892422,0.8154034598438739,0.9671357388951947,,100,0,100,0.14,,0.14,0.18459654015612614
ishu_to_ms_cocoai,ms_source,sd21,29,combined_v4_logreg,0.12,1.0,0.12,0.21428571428571427,0.5,"[[0, 0], [88, 12]]",100,0.7571449398744275,0.8380684276485835,0.9735453480617324,,100,0,100,0.12,,0.12,0.16193157235141656
ishu_to_ms_cocoai,ms_source,sd21,29,combined_v4_logreg_selectk60,0.1,1.0,0.1,0.18181818181818182,0.5,"[[0, 0], [90, 10]]",100,0.710768909945063,0.8144927181198364,0.967421556094123,,100,0,100,0.1,,0.1,0.18550728188016363
ishu_to_ms_cocoai,ms_source,sd3,7,combined_v3_logreg,0.07,1.0,0.07,0.1308411214953271,0.5,"[[0, 0], [93, 7]]",100,0.75813082028353,0.8535607540491038,0.968078552284373,,100,0,100,0.07,,0.07,0.14643924595089627
ishu_to_ms_cocoai,ms_source,sd3,7,combined_v4_logreg,0.05,1.0,0.05,0.09523809523809523,0.5,"[[0, 0], [95, 5]]",100,0.7873638997532474,0.872320669120527,0.9666683000518055,,100,0,100,0.05,,0.05,0.12767933087947309
ishu_to_ms_cocoai,ms_source,sd3,7,combined_v4_logreg_selectk60,0.05,1.0,0.05,0.09523809523809523,0.5,"[[0, 0], [95, 5]]",100,0.6932079625649977,0.8162723869737237,0.9523959567637317,,100,0,100,0.05,,0.05,0.18372761302627624
ishu_to_ms_cocoai,ms_source,sd3,17,combined_v3_logreg,0.06,1.0,0.06,0.11320754716981132,0.5,"[[0, 0], [94, 6]]",100,0.7859268524999774,0.8696978835731715,0.961629091427872,,100,0,100,0.06,,0.06,0.1303021164268284
ishu_to_ms_cocoai,ms_source,sd3,17,combined_v4_logreg,0.05,1.0,0.05,0.09523809523809523,0.5,"[[0, 0], [95, 5]]",100,0.8153896162089059,0.887190681074644,0.9681696475057406,,100,0,100,0.05,,0.05,0.11280931892535588
ishu_to_ms_cocoai,ms_source,sd3,17,combined_v4_logreg_selectk60,0.04,1.0,0.04,0.07692307692307693,0.5,"[[0, 0], [96, 4]]",100,0.7435081701689954,0.8491894139430954,0.9574958708152459,,100,0,100,0.04,,0.04,0.15081058605690484
ishu_to_ms_cocoai,ms_source,sd3,29,combined_v3_logreg,0.06,1.0,0.06,0.11320754716981132,0.5,"[[0, 0], [94, 6]]",100,0.7458652017357151,0.8428686886405923,0.9663010074448539,,100,0,100,0.06,,0.06,0.15713131135940783
ishu_to_ms_cocoai,ms_source,sd3,29,combined_v4_logreg,0.06,1.0,0.06,0.11320754716981132,0.5,"[[0, 0], [94, 6]]",100,0.7545503836280412,0.8490039690717822,0.9608652541837415,,100,0,100,0.06,,0.06,0.1509960309282178
ishu_to_ms_cocoai,ms_source,sd3,29,combined_v4_logreg_selectk60,0.12,1.0,0.12,0.21428571428571427,0.5,"[[0, 0], [88, 12]]",100,0.6805783857000889,0.7959708589389629,0.9592367599460054,,100,0,100,0.12,,0.12,0.2040291410610371
ishu_to_ms_cocoai,ms_source,sdxl,7,combined_v3_logreg,0.45,1.0,0.45,0.6206896551724138,0.5,"[[0, 0], [55, 45]]",100,0.3691939815496327,0.5372428461781238,0.9594518783366464,,100,0,100,0.45,,0.45,0.46275715382187627
ishu_to_ms_cocoai,ms_source,sdxl,7,combined_v4_logreg,0.5,1.0,0.5,0.6666666666666666,0.5,"[[0, 0], [50, 50]]",100,0.3768848532156127,0.5345384507696873,0.9673320027509362,,100,0,100,0.5,,0.5,0.4654615492303128
ishu_to_ms_cocoai,ms_source,sdxl,7,combined_v4_logreg_selectk60,0.49,1.0,0.49,0.6577181208053692,0.5,"[[0, 0], [51, 49]]",100,0.3403620178389819,0.5183036146115048,0.948153022158129,,100,0,100,0.49,,0.49,0.4816963853884954
ishu_to_ms_cocoai,ms_source,sdxl,17,combined_v3_logreg,0.52,1.0,0.52,0.6842105263157895,0.5,"[[0, 0], [48, 52]]",100,0.32937088192640745,0.4959606164161232,0.9635555053391727,,100,0,100,0.52,,0.52,0.5040393835838768
ishu_to_ms_cocoai,ms_source,sdxl,17,combined_v4_logreg,0.54,1.0,0.54,0.7012987012987013,0.5,"[[0, 0], [46, 54]]",100,0.3486093340835069,0.5020052457164457,0.9681596478513939,,100,0,100,0.54,,0.54,0.49799475428355433
ishu_to_ms_cocoai,ms_source,sdxl,17,combined_v4_logreg_selectk60,0.49,1.0,0.49,0.6577181208053692,0.5,"[[0, 0], [51, 49]]",100,0.34042684745369256,0.5131205521477387,0.9424292668342018,,100,0,100,0.49,,0.49,0.48687944785226134
ishu_to_ms_cocoai,ms_source,sdxl,29,combined_v3_logreg,0.45,1.0,0.45,0.6206896551724138,0.5,"[[0, 0], [55, 45]]",100,0.35411160682588616,0.5182805885463313,0.9598289109876182,,100,0,100,0.45,,0.45,0.4817194114536687
ishu_to_ms_cocoai,ms_source,sdxl,29,combined_v4_logreg,0.49,1.0,0.49,0.6577181208053692,0.5,"[[0, 0], [51, 49]]",100,0.3675783316849375,0.5245643643498261,0.9587154337061614,,100,0,100,0.49,,0.49,0.47543563565017394
ishu_to_ms_cocoai,ms_source,sdxl,29,combined_v4_logreg_selectk60,0.43,1.0,0.43,0.6013986013986014,0.5,"[[0, 0], [57, 43]]",100,0.37627904509852955,0.5480221942998469,0.9596068465079253,,100,0,100,0.43,,0.43,0.4519778057001531
