variant,score_mode,constraint_policy,n_seeds,target_accuracy_mean,target_accuracy_std,target_roc_auc_mean,target_roc_auc_std,target_brier_score_mean,target_brier_score_std,target_expected_calibration_error_mean,target_expected_calibration_error_std,target_precision_mean,target_precision_std,target_recall_mean,target_recall_std,target_f1_mean,target_f1_std,target_predicted_positive_rate_mean,target_predicted_positive_rate_std,source_predicted_positive_rate_mean,source_predicted_positive_rate_std,threshold_source_predicted_positive_rate_mean,threshold_source_predicted_positive_rate_std,selected_configs
blur1,global,cap_0p4,3,0.7105263157894738,0.040198032411893354,0.7871510673234811,0.045431430635043686,0.3280141572604493,0.026123200524412055,0.3449690603592958,0.021900409924127805,0.682051282051282,0.04558048419136196,0.7738095238095237,0.020619652471058052,0.7247156803660221,0.03233757358892947,0.5584795321637427,0.028197809242669482,0.4000000000000001,6.798699777552591e-17,0.4000000000000001,6.798699777552591e-17,seed7:C0.3:mean0p35x8:cap0.4; seed17:C0.03:mean0p35x8:cap0.4; seed29:C0.3:none:cap0.4
blur1,tile_mean,cap_0p4,3,0.7163742690058479,0.044151078568834816,0.7913587848932676,0.04224305482418115,0.32313333815375006,0.022774056822869107,0.340880828791863,0.019990447683704397,0.6869272803699035,0.04658822550280128,0.7797619047619048,0.02727723627949906,0.7302394575121848,0.03759583985360474,0.5584795321637427,0.02025790418209213,0.4000000000000001,6.798699777552591e-17,0.4000000000000001,6.798699777552591e-17,seed7:C0.3:mean0p35x8:cap0.4; seed17:C0.03:mean0p35x8:cap0.4; seed29:C0.3:none:cap0.4
blur1,tile_max,cap_0p4,3,0.7251461988304094,0.033209990326317426,0.8031609195402298,0.03200243076445869,0.3361919952244214,0.027155812444814333,0.3643816283108949,0.027918845526935156,0.6871714806141035,0.04402155108549041,0.8154761904761904,0.010309826235528995,0.745129833129833,0.02107537541885524,0.584795321637427,0.04327090230101972,0.4000000000000001,6.798699777552591e-17,0.4000000000000001,6.798699777552591e-17,seed7:C0.3:mean0p35x8:cap0.4; seed17:C0.03:mean0p35x8:cap0.4; seed29:C0.3:none:cap0.4
blur1,tile_top2_mean,cap_0p4,3,0.7222222222222222,0.03652045613098479,0.8018267651888341,0.03192235659798382,0.33325310031210714,0.02550578435794302,0.36217249328875695,0.020937834895854823,0.6855151659143107,0.045774858236117044,0.8095238095238096,0.010309826235528995,0.7417435897435897,0.025112920521522728,0.5818713450292398,0.04051580836418426,0.4000000000000001,6.798699777552591e-17,0.4000000000000001,6.798699777552591e-17,seed7:C0.3:mean0p35x8:cap0.4; seed17:C0.03:mean0p35x8:cap0.4; seed29:C0.3:none:cap0.4
