seed,fusion_c,dropout_config,source_fake_rate_cap,n_holdouts,validation_utility_mean,validation_utility_min,validation_accuracy_mean,validation_roc_auc_mean,validation_predicted_positive_rate_mean,threshold_train_predicted_positive_rate_mean,threshold_mean
29,1.0,none,0.5,5,1.5530303030303032,0.75,0.9487161531279179,0.9994363636363637,0.23396358543417367,0.5,0.9366988246743275
29,1.0,mean0p35x8,0.4,5,1.1545454545454545,0.5,0.9031325863678805,0.9987272727272727,0.1883800186741363,0.3969507575757576,0.9902058181577373
29,1.0,mean0p35x8,0.42,5,1.2328282828282826,0.5,0.9117927170868347,0.9987272727272727,0.19704014939309056,0.41536858974358976,0.9895707174834751
29,1.0,mean0p35x8,0.45,5,1.3515151515151518,0.5,0.9258450046685341,0.9987272727272727,0.2110924369747899,0.446143648018648,0.9874612476938338
29,1.0,mean0p35x8,0.48,5,1.4042929292929294,0.6249999999999999,0.9316433239962653,0.9987272727272727,0.216890756302521,0.4769187062937063,0.9842677631148907
29,1.0,mean0p35x8,0.5,5,1.5525252525252526,1.0,0.9487114845938376,0.9987272727272727,0.23395891690009335,0.5,0.9747285341705314
29,0.3,none,0.4,5,1.1545454545454545,0.5,0.9031325863678805,0.9992727272727272,0.1883800186741363,0.3969507575757576,0.9351284993805036
29,0.3,none,0.42,5,1.2050505050505051,0.5,0.9088515406162465,0.9992727272727272,0.19409897292250233,0.41536858974358976,0.9317435068728681
29,0.3,none,0.45,5,1.3287878787878786,0.5,0.9230672268907563,0.9992727272727272,0.20831465919701214,0.446143648018648,0.9244259654888356
29,0.3,none,0.48,5,1.4015151515151516,0.75,0.9315592903828198,0.9992727272727272,0.2168067226890756,0.4769187062937063,0.9164650216019081
29,0.3,none,0.5,5,1.4974747474747474,0.75,0.9428338001867413,0.9992727272727272,0.2280812324929972,0.5,0.8992513690434073
29,0.3,mean0p35x8,0.4,5,1.1318181818181818,0.5,0.9003548085901028,0.9987272727272727,0.18560224089635854,0.3969507575757576,0.9862993446534436
29,0.3,mean0p35x8,0.42,5,1.2328282828282826,0.5,0.9117927170868347,0.9987272727272727,0.19704014939309056,0.41536858974358976,0.9853985822516844
29,0.3,mean0p35x8,0.45,5,1.3287878787878789,0.5,0.9230672268907563,0.9987272727272727,0.20831465919701214,0.446143648018648,0.9827417190714229
29,0.3,mean0p35x8,0.48,5,1.4042929292929294,0.6249999999999999,0.9316433239962653,0.9987272727272727,0.216890756302521,0.4769187062937063,0.9778476956417211
29,0.3,mean0p35x8,0.5,5,1.5275252525252525,0.8750000000000001,0.9458543417366947,0.9987272727272727,0.2311017740429505,0.5,0.967642060325286
29,0.1,none,0.4,5,1.1318181818181818,0.5,0.9003548085901028,0.9983636363636362,0.18560224089635854,0.3969507575757576,0.8906464340354086
29,0.1,none,0.42,5,1.1873737373737374,0.5,0.9062371615312792,0.9983636363636362,0.191484593837535,0.41536858974358976,0.8869949753745452
29,0.1,none,0.45,5,1.3310606060606058,0.6249999999999999,0.9231465919701213,0.9983636363636362,0.20839402427637724,0.446143648018648,0.8797262600502158
29,0.1,none,0.48,5,1.3765151515151515,0.6249999999999999,0.928702147525677,0.9983636363636362,0.21394957983193277,0.4769187062937063,0.8630753447859248
29,0.1,none,0.5,5,1.5275252525252525,0.8750000000000001,0.9458543417366947,0.9983636363636362,0.2311017740429505,0.5,0.8460244774295601
29,0.1,mean0p35x8,0.4,5,1.1090909090909091,0.5,0.8975770308123249,0.9985454545454544,0.18282446311858078,0.3969507575757576,0.9774693079437036
29,0.1,mean0p35x8,0.42,5,1.1823232323232324,0.5,0.9060737628384687,0.9985454545454544,0.19132119514472457,0.41536858974358976,0.9755966938384484
29,0.1,mean0p35x8,0.45,5,1.3032828282828284,0.6249999999999999,0.9202054154995333,0.9985454545454544,0.20545284780578896,0.446143648018648,0.9715150401143117
29,0.1,mean0p35x8,0.48,5,1.4497474747474748,0.6249999999999999,0.9371988795518208,0.9985454545454544,0.22244631185807656,0.4769187062937063,0.9627037321324634
29,0.1,mean0p35x8,0.5,5,1.5275252525252525,0.8750000000000001,0.9458543417366947,0.9985454545454544,0.2311017740429505,0.5,0.9475563100798832
29,0.03,none,0.4,5,1.1040404040404042,0.5,0.8974136321195145,0.9960727272727272,0.1826610644257703,0.3969507575757576,0.8133496044727565
29,0.03,none,0.42,5,1.1545454545454545,0.5,0.9031325863678805,0.9960727272727272,0.18838001867413634,0.41536858974358976,0.8061459669965249
29,0.03,none,0.45,5,1.3055555555555556,0.75,0.9202847805788983,0.9960727272727272,0.20553221288515405,0.446143648018648,0.7942489477978769
29,0.03,none,0.48,5,1.4292929292929293,0.75,0.934500466853408,0.9960727272727272,0.2197478991596639,0.4769187062937063,0.7796564727927859
29,0.03,none,0.5,5,1.5275252525252525,0.8750000000000001,0.9458543417366947,0.9960727272727272,0.2311017740429505,0.5,0.7537229525480218
29,0.03,mean0p35x8,0.4,5,1.0813131313131312,0.5,0.8946358543417368,0.9972000000000001,0.17988328664799252,0.3969507575757576,0.9546104183341597
29,0.03,mean0p35x8,0.42,5,1.1772727272727272,0.5,0.9059103641456583,0.9972000000000001,0.1911577964519141,0.41536858974358976,0.9505382167432078
29,0.03,mean0p35x8,0.45,5,1.3032828282828284,0.6249999999999999,0.9202054154995333,0.9972000000000001,0.20545284780578896,0.446143648018648,0.9427861166625808
29,0.03,mean0p35x8,0.48,5,1.452020202020202,0.75,0.9372782446311858,0.9972000000000001,0.22252567693744166,0.4769187062937063,0.9331080383361071
29,0.03,mean0p35x8,0.5,5,1.5275252525252525,0.8750000000000001,0.9458543417366947,0.9972000000000001,0.2311017740429505,0.5,0.9078627754461286
29,0.01,none,0.4,5,0.9858585858585858,0.2500000000000002,0.8833660130718954,0.9943191919191919,0.16861344537815126,0.3969507575757576,0.7150899935939371
29,0.01,none,0.42,5,1.1845959595959596,0.6249999999999999,0.9061531279178338,0.9943191919191919,0.19140056022408963,0.41536858974358976,0.7096723406407065
29,0.01,none,0.45,5,1.3106060606060608,0.75,0.9204481792717086,0.9943191919191919,0.2056956115779645,0.446143648018648,0.6971428627605609
29,0.01,none,0.48,5,1.452020202020202,0.75,0.9372782446311858,0.9943191919191919,0.22252567693744166,0.4769187062937063,0.6826569232441174
29,0.01,none,0.5,5,1.5275252525252525,0.8750000000000001,0.9458543417366947,0.9943191919191919,0.2311017740429505,0.5,0.6646566686986226
29,0.01,mean0p35x8,0.4,5,1.1090909090909091,0.5,0.8975770308123249,0.9964363636363636,0.18282446311858078,0.3969507575757576,0.9109334431123954
29,0.01,mean0p35x8,0.42,5,1.1318181818181818,0.5,0.9003548085901028,0.9964363636363636,0.18560224089635854,0.41536858974358976,0.9046864160937315
29,0.01,mean0p35x8,0.45,5,1.3106060606060608,0.75,0.9204481792717086,0.9964363636363636,0.2056956115779645,0.446143648018648,0.8923677031471146
29,0.01,mean0p35x8,0.48,5,1.4747474747474747,0.75,0.9400560224089636,0.9964363636363636,0.22530345471521943,0.4769187062937063,0.8773226653105219
29,0.01,mean0p35x8,0.5,5,1.5275252525252525,0.8750000000000001,0.9458543417366947,0.9964363636363636,0.2311017740429505,0.5,0.8473267663080642
