policy,seed,source_fake_rate_cap,fake_detection_weight,real_clearance_weight,real_fpr_penalty,fake_miss_penalty,threshold,threshold_source_utility,source_utility,source_accuracy,source_precision,source_recall,source_f1,source_roc_auc,source_brier_score,source_expected_calibration_error,source_predicted_positive_rate,target_utility,target_accuracy,target_precision,target_recall,target_f1,target_roc_auc,target_brier_score,target_expected_calibration_error,target_predicted_positive_rate,threshold_source_predicted_positive_rate
uncapped_fd0p5_rc1_rfp2_fmp8,7,,0.5,1.0,2.0,8.0,0.21964810132554,0.8860837438423648,0.8860837438423648,0.9298245614035088,0.9,0.9642857142857143,0.9310344827586207,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5263157894736842,-3.2800000000000002,0.702,0.8976377952755905,0.456,0.6047745358090185,0.8073999999999999,0.275845406335947,0.28789899230913407,0.254,0.5263157894736842
uncapped_fd0p5_rc1_rfp4_fmp1,7,,0.5,1.0,4.0,1.0,0.8917361350745154,1.1995073891625614,1.1995073891625614,0.9210526315789473,0.9795918367346939,0.8571428571428571,0.9142857142857143,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4298245614035088,0.11499999999999988,0.543,0.9574468085106383,0.09,0.16453382084095064,0.8073999999999999,0.275845406335947,0.28789899230913407,0.047,0.4298245614035088
uncapped_fd0p5_rc1_rfp4_fmp1p5,7,,0.5,1.0,4.0,1.5,0.747647382564353,1.1490147783251234,1.1490147783251234,0.9385964912280702,0.9622641509433962,0.9107142857142857,0.9357798165137615,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4649122807017544,-0.15000000000000013,0.595,0.9523809523809523,0.2,0.3305785123966942,0.8073999999999999,0.275845406335947,0.28789899230913407,0.105,0.4649122807017544
uncapped_fd0p5_rc1_rfp4_fmp2,7,,0.5,1.0,4.0,2.0,0.747647382564353,1.1043719211822662,1.1043719211822662,0.9385964912280702,0.9622641509433962,0.9107142857142857,0.9357798165137615,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4649122807017544,-0.55,0.595,0.9523809523809523,0.2,0.3305785123966942,0.8073999999999999,0.275845406335947,0.28789899230913407,0.105,0.4649122807017544
uncapped_fd0p5_rc1_rfp4_fmp3,7,,0.5,1.0,4.0,3.0,0.747647382564353,1.015086206896552,1.015086206896552,0.9385964912280702,0.9622641509433962,0.9107142857142857,0.9357798165137615,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4649122807017544,-1.3500000000000003,0.595,0.9523809523809523,0.2,0.3305785123966942,0.8073999999999999,0.275845406335947,0.28789899230913407,0.105,0.4649122807017544
uncapped_fd0p5_rc1_rfp4_fmp4,7,,0.5,1.0,4.0,4.0,0.747647382564353,0.9258004926108376,0.9258004926108376,0.9385964912280702,0.9622641509433962,0.9107142857142857,0.9357798165137615,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4649122807017544,-2.1500000000000004,0.595,0.9523809523809523,0.2,0.3305785123966942,0.8073999999999999,0.275845406335947,0.28789899230913407,0.105,0.4649122807017544
uncapped_fd0p5_rc1_rfp4_fmp6,7,,0.5,1.0,4.0,6.0,0.5153604434505001,0.8069581280788174,0.8069581280788174,0.9385964912280702,0.9298245614035088,0.9464285714285714,0.9380530973451328,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5,-3.143,0.641,0.9490445859872612,0.298,0.4535768645357686,0.8073999999999999,0.275845406335947,0.28789899230913407,0.157,0.5
uncapped_fd0p5_rc1_rfp4_fmp8,7,,0.5,1.0,4.0,8.0,0.5153604434505001,0.6998152709359602,0.6998152709359602,0.9385964912280702,0.9298245614035088,0.9464285714285714,0.9380530973451328,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5,-4.547,0.641,0.9490445859872612,0.298,0.4535768645357686,0.8073999999999999,0.275845406335947,0.28789899230913407,0.157,0.5
uncapped_fd1_rc1_rfp0p5_fmp1,7,,1.0,1.0,0.5,1.0,0.5153604434505001,1.7894088669950738,1.7894088669950738,0.9385964912280702,0.9298245614035088,0.9464285714285714,0.9380530973451328,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5,0.5720000000000001,0.641,0.9490445859872612,0.298,0.4535768645357686,0.8073999999999999,0.275845406335947,0.28789899230913407,0.157,0.5
uncapped_fd1_rc1_rfp0p5_fmp1p5,7,,1.0,1.0,0.5,1.5,0.5153604434505001,1.7626231527093594,1.7626231527093594,0.9385964912280702,0.9298245614035088,0.9464285714285714,0.9380530973451328,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5,0.22100000000000009,0.641,0.9490445859872612,0.298,0.4535768645357686,0.8073999999999999,0.275845406335947,0.28789899230913407,0.157,0.5
uncapped_fd1_rc1_rfp0p5_fmp2,7,,1.0,1.0,0.5,2.0,0.21964810132554,1.7376847290640396,1.7376847290640396,0.9298245614035088,0.9,0.9642857142857143,0.9310344827586207,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5263157894736842,0.2899999999999998,0.702,0.8976377952755905,0.456,0.6047745358090185,0.8073999999999999,0.275845406335947,0.28789899230913407,0.254,0.5263157894736842
uncapped_fd1_rc1_rfp0p5_fmp3,7,,1.0,1.0,0.5,3.0,0.21964810132554,1.701970443349754,1.701970443349754,0.9298245614035088,0.9,0.9642857142857143,0.9310344827586207,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5263157894736842,-0.2540000000000002,0.702,0.8976377952755905,0.456,0.6047745358090185,0.8073999999999999,0.275845406335947,0.28789899230913407,0.254,0.5263157894736842
uncapped_fd1_rc1_rfp0p5_fmp4,7,,1.0,1.0,0.5,4.0,0.21964810132554,1.6662561576354682,1.6662561576354682,0.9298245614035088,0.9,0.9642857142857143,0.9310344827586207,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5263157894736842,-0.7980000000000003,0.702,0.8976377952755905,0.456,0.6047745358090185,0.8073999999999999,0.275845406335947,0.28789899230913407,0.254,0.5263157894736842
uncapped_fd1_rc1_rfp0p5_fmp6,7,,1.0,1.0,0.5,6.0,0.21964810132554,1.5948275862068968,1.5948275862068968,0.9298245614035088,0.9,0.9642857142857143,0.9310344827586207,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5263157894736842,-1.8860000000000003,0.702,0.8976377952755905,0.456,0.6047745358090185,0.8073999999999999,0.275845406335947,0.28789899230913407,0.254,0.5263157894736842
uncapped_fd1_rc1_rfp0p5_fmp8,7,,1.0,1.0,0.5,8.0,0.21964810132554,1.5233990147783254,1.5233990147783254,0.9298245614035088,0.9,0.9642857142857143,0.9310344827586207,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5263157894736842,-2.974,0.702,0.8976377952755905,0.456,0.6047745358090185,0.8073999999999999,0.275845406335947,0.28789899230913407,0.254,0.5263157894736842
uncapped_fd1_rc1_rfp1_fmp1,7,,1.0,1.0,1.0,1.0,0.5153604434505001,1.7549261083743841,1.7549261083743841,0.9385964912280702,0.9298245614035088,0.9464285714285714,0.9380530973451328,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5,0.5640000000000001,0.641,0.9490445859872612,0.298,0.4535768645357686,0.8073999999999999,0.275845406335947,0.28789899230913407,0.157,0.5
uncapped_fd1_rc1_rfp1_fmp1p5,7,,1.0,1.0,1.0,1.5,0.5153604434505001,1.72814039408867,1.72814039408867,0.9385964912280702,0.9298245614035088,0.9464285714285714,0.9380530973451328,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5,0.21300000000000008,0.641,0.9490445859872612,0.298,0.4535768645357686,0.8073999999999999,0.275845406335947,0.28789899230913407,0.157,0.5
uncapped_fd1_rc1_rfp1_fmp2,7,,1.0,1.0,1.0,2.0,0.5153604434505001,1.7013546798029555,1.7013546798029555,0.9385964912280702,0.9298245614035088,0.9464285714285714,0.9380530973451328,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5,-0.1379999999999999,0.641,0.9490445859872612,0.298,0.4535768645357686,0.8073999999999999,0.275845406335947,0.28789899230913407,0.157,0.5
uncapped_fd1_rc1_rfp1_fmp3,7,,1.0,1.0,1.0,3.0,0.21964810132554,1.6502463054187193,1.6502463054187193,0.9298245614035088,0.9,0.9642857142857143,0.9310344827586207,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5263157894736842,-0.28000000000000025,0.702,0.8976377952755905,0.456,0.6047745358090185,0.8073999999999999,0.275845406335947,0.28789899230913407,0.254,0.5263157894736842
uncapped_fd1_rc1_rfp1_fmp4,7,,1.0,1.0,1.0,4.0,0.21964810132554,1.6145320197044337,1.6145320197044337,0.9298245614035088,0.9,0.9642857142857143,0.9310344827586207,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5263157894736842,-0.8240000000000003,0.702,0.8976377952755905,0.456,0.6047745358090185,0.8073999999999999,0.275845406335947,0.28789899230913407,0.254,0.5263157894736842
uncapped_fd1_rc1_rfp1_fmp6,7,,1.0,1.0,1.0,6.0,0.21964810132554,1.5431034482758623,1.5431034482758623,0.9298245614035088,0.9,0.9642857142857143,0.9310344827586207,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5263157894736842,-1.9120000000000004,0.702,0.8976377952755905,0.456,0.6047745358090185,0.8073999999999999,0.275845406335947,0.28789899230913407,0.254,0.5263157894736842
uncapped_fd1_rc1_rfp1_fmp8,7,,1.0,1.0,1.0,8.0,0.21964810132554,1.471674876847291,1.471674876847291,0.9298245614035088,0.9,0.9642857142857143,0.9310344827586207,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5263157894736842,-3.0000000000000004,0.702,0.8976377952755905,0.456,0.6047745358090185,0.8073999999999999,0.275845406335947,0.28789899230913407,0.254,0.5263157894736842
uncapped_fd1_rc1_rfp2_fmp1,7,,1.0,1.0,2.0,1.0,0.747647382564353,1.7179802955665027,1.7179802955665027,0.9385964912280702,0.9622641509433962,0.9107142857142857,0.9357798165137615,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4649122807017544,0.3699999999999999,0.595,0.9523809523809523,0.2,0.3305785123966942,0.8073999999999999,0.275845406335947,0.28789899230913407,0.105,0.4649122807017544
uncapped_fd1_rc1_rfp2_fmp1p5,7,,1.0,1.0,2.0,1.5,0.747647382564353,1.6733374384236455,1.6733374384236455,0.9385964912280702,0.9622641509433962,0.9107142857142857,0.9357798165137615,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4649122807017544,-0.03000000000000025,0.595,0.9523809523809523,0.2,0.3305785123966942,0.8073999999999999,0.275845406335947,0.28789899230913407,0.105,0.4649122807017544
uncapped_fd1_rc1_rfp2_fmp2,7,,1.0,1.0,2.0,2.0,0.5153604434505001,1.6323891625615763,1.6323891625615763,0.9385964912280702,0.9298245614035088,0.9464285714285714,0.9380530973451328,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5,-0.15399999999999991,0.641,0.9490445859872612,0.298,0.4535768645357686,0.8073999999999999,0.275845406335947,0.28789899230913407,0.157,0.5
uncapped_fd1_rc1_rfp2_fmp3,7,,1.0,1.0,2.0,3.0,0.5153604434505001,1.5788177339901477,1.5788177339901477,0.9385964912280702,0.9298245614035088,0.9464285714285714,0.9380530973451328,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5,-0.8559999999999999,0.641,0.9490445859872612,0.298,0.4535768645357686,0.8073999999999999,0.275845406335947,0.28789899230913407,0.157,0.5
uncapped_fd1_rc1_rfp2_fmp4,7,,1.0,1.0,2.0,4.0,0.5153604434505001,1.525246305418719,1.525246305418719,0.9385964912280702,0.9298245614035088,0.9464285714285714,0.9380530973451328,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5,-1.5579999999999998,0.641,0.9490445859872612,0.298,0.4535768645357686,0.8073999999999999,0.275845406335947,0.28789899230913407,0.157,0.5
uncapped_fd1_rc1_rfp2_fmp6,7,,1.0,1.0,2.0,6.0,0.21964810132554,1.4396551724137934,1.4396551724137934,0.9298245614035088,0.9,0.9642857142857143,0.9310344827586207,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5263157894736842,-1.9640000000000004,0.702,0.8976377952755905,0.456,0.6047745358090185,0.8073999999999999,0.275845406335947,0.28789899230913407,0.254,0.5263157894736842
uncapped_fd1_rc1_rfp2_fmp8,7,,1.0,1.0,2.0,8.0,0.21964810132554,1.368226600985222,1.368226600985222,0.9298245614035088,0.9,0.9642857142857143,0.9310344827586207,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.5263157894736842,-3.0520000000000005,0.702,0.8976377952755905,0.456,0.6047745358090185,0.8073999999999999,0.275845406335947,0.28789899230913407,0.254,0.5263157894736842
uncapped_fd1_rc1_rfp4_fmp1,7,,1.0,1.0,4.0,1.0,0.747647382564353,1.6490147783251232,1.6490147783251232,0.9385964912280702,0.9622641509433962,0.9107142857142857,0.9357798165137615,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4649122807017544,0.34999999999999987,0.595,0.9523809523809523,0.2,0.3305785123966942,0.8073999999999999,0.275845406335947,0.28789899230913407,0.105,0.4649122807017544
