policy,seed,source_fake_rate_cap,fake_detection_weight,real_clearance_weight,real_fpr_penalty,fake_miss_penalty,threshold,threshold_source_utility,source_utility,source_accuracy,source_precision,source_recall,source_f1,source_roc_auc,source_brier_score,source_expected_calibration_error,source_predicted_positive_rate,target_utility,target_accuracy,target_precision,target_recall,target_f1,target_roc_auc,target_brier_score,target_expected_calibration_error,target_predicted_positive_rate,threshold_source_predicted_positive_rate
cap0p45_fd1_rc1_rfp4_fmp1p5,7,0.45,1.0,1.0,4.0,1.5,0.8917361350745154,1.5566502463054184,1.5566502463054184,0.9210526315789473,0.9795918367346939,0.8571428571428571,0.9142857142857143,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4298245614035088,-0.29499999999999993,0.543,0.9574468085106383,0.09,0.16453382084095064,0.8073999999999999,0.275845406335947,0.28789899230913407,0.047,0.4298245614035088
cap0p45_fd1_rc1_rfp4_fmp2,7,0.45,1.0,1.0,4.0,2.0,0.8917361350745154,1.485221674876847,1.485221674876847,0.9210526315789473,0.9795918367346939,0.8571428571428571,0.9142857142857143,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4298245614035088,-0.75,0.543,0.9574468085106383,0.09,0.16453382084095064,0.8073999999999999,0.275845406335947,0.28789899230913407,0.047,0.4298245614035088
cap0p45_fd1_rc1_rfp4_fmp3,7,0.45,1.0,1.0,4.0,3.0,0.8917361350745154,1.3423645320197042,1.3423645320197042,0.9210526315789473,0.9795918367346939,0.8571428571428571,0.9142857142857143,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4298245614035088,-1.66,0.543,0.9574468085106383,0.09,0.16453382084095064,0.8073999999999999,0.275845406335947,0.28789899230913407,0.047,0.4298245614035088
cap0p45_fd1_rc1_rfp4_fmp4,7,0.45,1.0,1.0,4.0,4.0,0.8676974979804782,1.202586206896552,1.202586206896552,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-2.45,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1_rc1_rfp4_fmp6,7,0.45,1.0,1.0,4.0,6.0,0.8676974979804782,0.952586206896552,0.952586206896552,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-4.218,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1_rc1_rfp4_fmp8,7,0.45,1.0,1.0,4.0,8.0,0.8676974979804782,0.702586206896552,0.702586206896552,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-5.986,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp0p5_fmp1,7,0.45,1.5,1.0,0.5,1.0,0.8676974979804782,2.1357758620689657,2.1357758620689657,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,0.281,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp0p5_fmp1p5,7,0.45,1.5,1.0,0.5,1.5,0.8676974979804782,2.0732758620689657,2.0732758620689657,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-0.16100000000000003,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp0p5_fmp2,7,0.45,1.5,1.0,0.5,2.0,0.8676974979804782,2.0107758620689657,2.0107758620689657,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-0.603,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp0p5_fmp3,7,0.45,1.5,1.0,0.5,3.0,0.8676974979804782,1.8857758620689657,1.8857758620689657,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-1.487,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp0p5_fmp4,7,0.45,1.5,1.0,0.5,4.0,0.8676974979804782,1.7607758620689657,1.7607758620689657,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-2.371,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp0p5_fmp6,7,0.45,1.5,1.0,0.5,6.0,0.8676974979804782,1.5107758620689657,1.5107758620689657,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-4.139,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp0p5_fmp8,7,0.45,1.5,1.0,0.5,8.0,0.8676974979804782,1.2607758620689657,1.2607758620689657,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-5.907,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp1_fmp1,7,0.45,1.5,1.0,1.0,1.0,0.8676974979804782,2.118534482758621,2.118534482758621,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,0.2779999999999999,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp1_fmp1p5,7,0.45,1.5,1.0,1.0,1.5,0.8676974979804782,2.056034482758621,2.056034482758621,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-0.16400000000000015,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp1_fmp2,7,0.45,1.5,1.0,1.0,2.0,0.8676974979804782,1.993534482758621,1.993534482758621,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-0.6060000000000001,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp1_fmp3,7,0.45,1.5,1.0,1.0,3.0,0.8676974979804782,1.868534482758621,1.868534482758621,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-1.4900000000000002,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp1_fmp4,7,0.45,1.5,1.0,1.0,4.0,0.8676974979804782,1.743534482758621,1.743534482758621,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-2.374,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp1_fmp6,7,0.45,1.5,1.0,1.0,6.0,0.8676974979804782,1.493534482758621,1.493534482758621,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-4.142,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp1_fmp8,7,0.45,1.5,1.0,1.0,8.0,0.8676974979804782,1.243534482758621,1.243534482758621,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-5.91,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp2_fmp1,7,0.45,1.5,1.0,2.0,1.0,0.8917361350745154,2.091133004926108,2.091133004926108,0.9210526315789473,0.9795918367346939,0.8571428571428571,0.9142857142857143,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4298245614035088,0.21299999999999997,0.543,0.9574468085106383,0.09,0.16453382084095064,0.8073999999999999,0.275845406335947,0.28789899230913407,0.047,0.4298245614035088
cap0p45_fd1p5_rc1_rfp2_fmp1p5,7,0.45,1.5,1.0,2.0,1.5,0.8676974979804782,2.0215517241379315,2.0215517241379315,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-0.17000000000000015,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp2_fmp2,7,0.45,1.5,1.0,2.0,2.0,0.8676974979804782,1.9590517241379315,1.9590517241379315,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-0.6120000000000001,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp2_fmp3,7,0.45,1.5,1.0,2.0,3.0,0.8676974979804782,1.8340517241379315,1.8340517241379315,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-1.4960000000000002,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp2_fmp4,7,0.45,1.5,1.0,2.0,4.0,0.8676974979804782,1.7090517241379315,1.7090517241379315,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-2.38,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp2_fmp6,7,0.45,1.5,1.0,2.0,6.0,0.8676974979804782,1.4590517241379315,1.4590517241379315,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-4.148000000000001,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp2_fmp8,7,0.45,1.5,1.0,2.0,8.0,0.8676974979804782,1.2090517241379315,1.2090517241379315,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-5.916,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp4_fmp1,7,0.45,1.5,1.0,4.0,1.0,0.8917361350745154,2.0566502463054186,2.0566502463054186,0.9210526315789473,0.9795918367346939,0.8571428571428571,0.9142857142857143,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4298245614035088,0.20499999999999996,0.543,0.9574468085106383,0.09,0.16453382084095064,0.8073999999999999,0.275845406335947,0.28789899230913407,0.047,0.4298245614035088
cap0p45_fd1p5_rc1_rfp4_fmp1p5,7,0.45,1.5,1.0,4.0,1.5,0.8917361350745154,1.985221674876847,1.985221674876847,0.9210526315789473,0.9795918367346939,0.8571428571428571,0.9142857142857143,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4298245614035088,-0.25,0.543,0.9574468085106383,0.09,0.16453382084095064,0.8073999999999999,0.275845406335947,0.28789899230913407,0.047,0.4298245614035088
cap0p45_fd1p5_rc1_rfp4_fmp2,7,0.45,1.5,1.0,4.0,2.0,0.8917361350745154,1.9137931034482756,1.9137931034482756,0.9210526315789473,0.9795918367346939,0.8571428571428571,0.9142857142857143,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4298245614035088,-0.7050000000000001,0.543,0.9574468085106383,0.09,0.16453382084095064,0.8073999999999999,0.275845406335947,0.28789899230913407,0.047,0.4298245614035088
cap0p45_fd1p5_rc1_rfp4_fmp3,7,0.45,1.5,1.0,4.0,3.0,0.8917361350745154,1.7709359605911326,1.7709359605911326,0.9210526315789473,0.9795918367346939,0.8571428571428571,0.9142857142857143,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4298245614035088,-1.615,0.543,0.9574468085106383,0.09,0.16453382084095064,0.8073999999999999,0.275845406335947,0.28789899230913407,0.047,0.4298245614035088
cap0p45_fd1p5_rc1_rfp4_fmp4,7,0.45,1.5,1.0,4.0,4.0,0.8676974979804782,1.640086206896552,1.640086206896552,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-2.3920000000000003,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp4_fmp6,7,0.45,1.5,1.0,4.0,6.0,0.8676974979804782,1.390086206896552,1.390086206896552,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-4.16,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd1p5_rc1_rfp4_fmp8,7,0.45,1.5,1.0,4.0,8.0,0.8676974979804782,1.140086206896552,1.140086206896552,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-5.928,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp0p5_fmp1,7,0.45,2.0,1.0,0.5,1.0,0.8676974979804782,2.5732758620689657,2.5732758620689657,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,0.33899999999999986,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp0p5_fmp1p5,7,0.45,2.0,1.0,0.5,1.5,0.8676974979804782,2.5107758620689657,2.5107758620689657,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-0.1030000000000002,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp0p5_fmp2,7,0.45,2.0,1.0,0.5,2.0,0.8676974979804782,2.4482758620689657,2.4482758620689657,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-0.5450000000000002,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp0p5_fmp3,7,0.45,2.0,1.0,0.5,3.0,0.8676974979804782,2.3232758620689657,2.3232758620689657,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-1.4290000000000003,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp0p5_fmp4,7,0.45,2.0,1.0,0.5,4.0,0.8676974979804782,2.1982758620689657,2.1982758620689657,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-2.313,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp0p5_fmp6,7,0.45,2.0,1.0,0.5,6.0,0.8676974979804782,1.9482758620689657,1.9482758620689657,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-4.081,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp0p5_fmp8,7,0.45,2.0,1.0,0.5,8.0,0.8676974979804782,1.6982758620689657,1.6982758620689657,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-5.849,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp1_fmp1,7,0.45,2.0,1.0,1.0,1.0,0.8676974979804782,2.556034482758621,2.556034482758621,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,0.33599999999999997,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp1_fmp1p5,7,0.45,2.0,1.0,1.0,1.5,0.8676974979804782,2.493534482758621,2.493534482758621,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-0.1060000000000001,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp1_fmp2,7,0.45,2.0,1.0,1.0,2.0,0.8676974979804782,2.431034482758621,2.431034482758621,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-0.548,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp1_fmp3,7,0.45,2.0,1.0,1.0,3.0,0.8676974979804782,2.306034482758621,2.306034482758621,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-1.4320000000000002,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp1_fmp4,7,0.45,2.0,1.0,1.0,4.0,0.8676974979804782,2.181034482758621,2.181034482758621,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-2.316,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp1_fmp6,7,0.45,2.0,1.0,1.0,6.0,0.8676974979804782,1.931034482758621,1.931034482758621,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-4.0840000000000005,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp1_fmp8,7,0.45,2.0,1.0,1.0,8.0,0.8676974979804782,1.681034482758621,1.681034482758621,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-5.852,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp2_fmp1,7,0.45,2.0,1.0,2.0,1.0,0.8676974979804782,2.5215517241379315,2.5215517241379315,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,0.32999999999999996,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp2_fmp1p5,7,0.45,2.0,1.0,2.0,1.5,0.8676974979804782,2.4590517241379315,2.4590517241379315,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-0.1120000000000001,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp2_fmp2,7,0.45,2.0,1.0,2.0,2.0,0.8676974979804782,2.3965517241379315,2.3965517241379315,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-0.554,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp2_fmp3,7,0.45,2.0,1.0,2.0,3.0,0.8676974979804782,2.2715517241379315,2.2715517241379315,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-1.4380000000000002,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp2_fmp4,7,0.45,2.0,1.0,2.0,4.0,0.8676974979804782,2.1465517241379315,2.1465517241379315,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-2.322,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp2_fmp6,7,0.45,2.0,1.0,2.0,6.0,0.8676974979804782,1.8965517241379315,1.8965517241379315,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-4.09,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp2_fmp8,7,0.45,2.0,1.0,2.0,8.0,0.8676974979804782,1.6465517241379315,1.6465517241379315,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-5.8580000000000005,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp4_fmp1,7,0.45,2.0,1.0,4.0,1.0,0.8917361350745154,2.485221674876847,2.485221674876847,0.9210526315789473,0.9795918367346939,0.8571428571428571,0.9142857142857143,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4298245614035088,0.2499999999999999,0.543,0.9574468085106383,0.09,0.16453382084095064,0.8073999999999999,0.275845406335947,0.28789899230913407,0.047,0.4298245614035088
cap0p45_fd2_rc1_rfp4_fmp1p5,7,0.45,2.0,1.0,4.0,1.5,0.8917361350745154,2.4137931034482754,2.4137931034482754,0.9210526315789473,0.9795918367346939,0.8571428571428571,0.9142857142857143,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4298245614035088,-0.20500000000000007,0.543,0.9574468085106383,0.09,0.16453382084095064,0.8073999999999999,0.275845406335947,0.28789899230913407,0.047,0.4298245614035088
cap0p45_fd2_rc1_rfp4_fmp2,7,0.45,2.0,1.0,4.0,2.0,0.8917361350745154,2.3423645320197037,2.3423645320197037,0.9210526315789473,0.9795918367346939,0.8571428571428571,0.9142857142857143,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4298245614035088,-0.6600000000000001,0.543,0.9574468085106383,0.09,0.16453382084095064,0.8073999999999999,0.275845406335947,0.28789899230913407,0.047,0.4298245614035088
cap0p45_fd2_rc1_rfp4_fmp3,7,0.45,2.0,1.0,4.0,3.0,0.8676974979804782,2.202586206896552,2.202586206896552,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-1.4500000000000002,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp4_fmp4,7,0.45,2.0,1.0,4.0,4.0,0.8676974979804782,2.077586206896552,2.077586206896552,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-2.334,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp4_fmp6,7,0.45,2.0,1.0,4.0,6.0,0.8676974979804782,1.827586206896552,1.827586206896552,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-4.102,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd2_rc1_rfp4_fmp8,7,0.45,2.0,1.0,4.0,8.0,0.8676974979804782,1.577586206896552,1.577586206896552,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,-5.87,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd3_rc1_rfp0p5_fmp1,7,0.45,3.0,1.0,0.5,1.0,0.8676974979804782,3.4482758620689657,3.4482758620689657,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,0.45499999999999996,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
cap0p45_fd3_rc1_rfp0p5_fmp1p5,7,0.45,3.0,1.0,0.5,1.5,0.8676974979804782,3.3857758620689657,3.3857758620689657,0.9210526315789473,0.9607843137254902,0.875,0.9158878504672897,0.9670566502463053,0.054273077690797956,0.0508062420396866,0.4473684210526316,0.0129999999999999,0.555,0.9508196721311475,0.116,0.20677361853832443,0.8073999999999999,0.275845406335947,0.28789899230913407,0.061,0.4473684210526316
